FOLIO,EMPRESA,PUESTO,DIA,MES,ANIO,HORA,MIN,ACTP,SECTOR,FUN1,FUN2,FUN3,CAR1,CAR2,CAR3,PERIODICO,INTERNET,EMP,BOLSA,RECOM,EDAD,EDAD2,GENERO,GENERO2,VIAJA,EST,PASAN,LIC,POS,HORAEST,PROM,PROM2,DOMINIO,IT,ILE,IH,FT,FLE,FH,AT,ALE,AH,OTRO,OT,OLE,OH,EXP,EXPA,CARTA,EXAMED,EXAPSI,EXATEC,PREFE,INST1,INST2,INST3,COMU,EQUI,LIDER,CREA,PPER,TRAP,COMP,DEMO,RIES,ECONO,FINAN,IEST,PROBA,IDEO,MER,MODMAT,ST,MENC,PENS,DANIO,SPER,SISD,OTR_1,OTRO1,OTR_2,OTRO2,OFF,PAQUE,PAQ1,PAQ2,LENG,LENG1,LENG2,LENG3,PROG,DISE,RED,MBD,TECEXP,CII,MT,CTO,DEFI_1,DEFI_2,DEFI_3,DEFI_4,CURTEC,CURIDEO,DIPMA,ESTPUES,OBS
109,GRUPO SALINAS,DIRECTOR DE INVESTIGACION,9,11,18,12,0,COMERCIO,1,CONSULTORIA,REPORTES,DIRECCION DE PROYECTOS,MATEMATICAS,ACTUARIA,ECONOMIA, , ,X,X, ,N,0,N, ,N,X,X,X,X,S,N,0,S,X,X,X, , , , , , , , , , ,N,0,N,S,S,S,N, , , ,5,5,4,5,4,5,2,1,3,3,3,3,3,3,1,3,3,3,1,1,1,2, ,0, ,0,S,S,R,PYTHON,S,R,PYTHON, ,2,2,2,2,S,N,S,N,COMUNICAION,VISION DEL PROBLEMA, , ,S,N,N,S, 
110,GRUPO SALINAS,GERENTE DE INVESTIGACION,9,11,18,14,0,COMERCIO E INVESTIGACION DE MERCADOS,1,ANALISIS ESTADISTICO, , ,ACTUARIA,MATEMATICAS,ECONOMIA, , ,X,X,X,N, ,N, ,N,X,X,X,X,N,N, ,S,X,X, , , , , , , , , , , ,N,0,N,N,S,S,N, , , ,3,3,3,3,4,4,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1, , , , ,S,S,SPSS,TABLAEU,S,R,PYTHON, ,3,2,2,2,S,S,N,N,NO SABEN COMO FUNCIONA UNA EMPRESA,CONOCIENTO COMERCIAL, , ,S,S,S,S, 
111,MASTER LOYALTY GROUP,DIRECTOR DE BI,12,11,18,10,0,PROGRAMAS DE LELATAD,1,PRESUPUESTO,FORECAST DE COMPRA,ANALISIS DE INFORMACION,MERCADOTECNIA,ACTUARIA,COMPUTACION,X,X, , , ,N,0,N, ,N, ,X, , ,N,N,0,S,X,X, , , , , , , , , , , ,N,0,N,N,S,S,N, , , ,3,4,3,4,4,4,2,1,1,2,2,2,1,2,3,2,2,1,1,1,1,1, ,0, ,0,S,S,RAPIDMINER, ,S,SQL, , ,2,2,2,2,S,N,S,N,NO TIENEN CUIDADO DE LO QUE ENTREGAN,MUY TEORICOS, , ,S,N,N,S, 
112,LOREAL PARIS MEXICO,GERENTE EN BI,9,11,18,14,38,VENTA DE PRODUCTOS DE BELLEZA,2,GENERADOR DE INSIDES DE LA SITUACION DE MERCADO,GENERADOR DE INSIDES DE LA SITUACION DEL NEGOCIO,FACILITADOR DE HERRAMIENTAS,INGENIERIA INDUSTRIAL,CIENTIFICO EN COMPUTACION,LICENCIADO EN ESTADISTICA/ ACTUARIA, ,X,X, , ,N,0,N, ,N,X,X,X,X,S,N,0, , ,X,X, , , , , , , , , , ,N,0,N,N,N,S,N, , , ,5,5,5,4,5,5,2,1,2,1,3,3,2,2,1,3,3,1,1,1,1,1, ,0, ,0,S,N, , ,S,SAP,SPOTFIRE, ,2,1,2,3,S,N,N,N,MADURACION PROFESIONAL,EXPERIENCIA LABORAL,INSEGURIDAD, ,S,N,N,S, 
121,AFORE XXI BANORTE,ESPECIALISTA EN MODELOS DE RIESGOS,9,11,18,10,34,SERVICIOS FINANCIEROS,2,DESARROLLO DE MODELOS DE RIESGOS FINANCIEROS,MONITOREO DE MÉTRICAS DE RIESGO DE LOS PORTAFOLIOS, ,ACTUARIA,ECONOMIA,MATEMÁTICO, ,X, ,X,X,N,0,N, ,N, ,X, , , ,S,8,S, ,X, , , , , , , , , , , ,N,0,N,N,S,S,N, , , ,5,4,4,4,3,5,3,1,3,3,3,3,3,1,1,3,2,2,1,1,1,1, ,0, ,0,S,S,R, ,S,R,VISUAL BASIC, ,3,1,1,2,S,S,S,S,CONOCIMIENTOS TEÓRICOS,CONOCIMIENTOS EN APLICACIONES DE LOS MODELOS, , ,S,N,S,N, 
122,BBVA BANCOMER,SUBDIRECTOR DE RIESGOS DE MERCADO,9,11,18,13,33,SERVICIOS FINANCIEROS,2,DAR SEGUIMIENTO AL RIESGO DE MERCADO,MONITOREAR EL CAPITAL REQUERIDO PARA OPERAR,REPORTAR CIFRAS DE RIESGO,MATEMÁTICAS,ACTUARIA,ECONOMIA, ,X, ,X,X,N, ,N, ,N,X, , , ,N,N, ,N, , , , , , , , , , , , , ,N,0,N,N,S,S,N, , , ,5,5,4,4,3,5,3,1,3,3,3,3,3,1,1,3,3,1,1,1,1,1, , , , ,S,S,R,MATLAB,S,OFFICE,R,MATLAB,3,1,1,2,N,N,S,N,"FALTA DE CONOCIMIENTOS TÉCNICOS EN PROBABILIDAD, ESTADÍSTICA Y PROGRAMACIÓN", , , ,S,N,S,S, 
123,BOLSA MEXICANA DE VALORES,SUBDIRECTORA DE RIESGOS EN ASIGNA,11,11,18,11,2,SERVICIOS FINANCIEROS,2,METODOLOGÍAS DE RIESGOS,VERIFICACIÓN DE CUMPLIMIENTOS DE NORMAS, ,ACTUARIA,MATEMÁTICAS, , ,X, ,X,X,N, ,N, ,N, , ,X, , ,N, ,S, ,X, , , , , , , , , , , ,S,1,N,N,S,S,N, , , ,5,5,4,5,4,5,3,1,3,3,3,3,3,1,1,2,3,1,1,1,1,1, , , , ,S,S,R,PYTHON,S,PYTHON,VISUAL VASIC, ,3,1,1,2,S,S,S,N,CONEXIÓN ENTRE LO TEÓRICO Y LO PRÁCTICO, , , ,N,N,S,S, 
124,BBVA BANCOMER,ASSOCIATE,6,11,18,11,28,INSTITUCION DE CREDITO,2,INVESTIGACION DE MERCADO DE ESTRUCTURADOS,SEGUIMIENTO EN EL MERCADO DE NOTAS ESTRUCTURADAS,SOLUCION DE PROBLEMAS EN EMISION DE NOTAS,ACTUARIA,INGENIERIA EN SISTEMAS,CONTABILIDAD, ,X, , ,X,N,0,N, ,N,X,X,X, ,S,S,8,S,X,X,X, , , , , , , , , , ,S,1,S,S,S,S,N, , , ,5,5,5,5,5,5,3,1,2,2,3,3,2,2,2,3,3,2,1,1,1,1,FISCALDAD,3,TEMAS REGULATORIOS,3,S,S,RSTUDIO, ,S,VISUAL BASIC, , ,2,1,1,2,N,S,S,S,CAPACIDAD PARA TOMAR DECISIONES,SER MENOS PERFECCIONESTAS PARA SER MAS RAPIDOS CON LAS TAREAS ASIGNADAS,ENTREGABLES MENOS PERFECTOS EN PLAZOS CORTOS,PROACTIVIDAD,S,N,S,S,ESTE TIPO DE ENCUESTAS ME PARECE UNA GRAN IDEA PARA DESCUBRIR LAS AREAS DE OPORTUNIDAD DE LOS EGRESADOS EN EL FUTURO Y TENER OPORTUNIDAD DE MEJORARLO
125,BBVA BANCOMER,ANALISTA CUANTITATIVO,7,11,18,16,0,BANCA PRIVADA,2,IMPLEMENTACION DE MODELOS MATEMATICOS,SOPORTE A MESAS DE TRADING,NUEVOS PRODUCTOS FINANCIEROS,ACTUARIA,MATEMATICAS,FINANZAS CUANTITATIVAS, , ,X,X,X,N, ,N, ,N, , , ,X,S,S,8,S,X,X,X, , , , , , , , , , ,N,0,S,S,S,S,N, , , ,5,5,4,5,4,5,3,1,2,2,3,3,3,2,1,3,3,3,1,1,1,2,ESCRITURA TEXTO CIENTIFICO,3, ,0,S,S,VISUAL STUDIO,"PYTHON, R",S,VBA,RSTUDIO,PYTHON,3,2,2,2,N,S,S,N,ONBORDING CON UN TECNICO ESPECIALIZADO, , , ,S,S,S,S, 
126,MINSAIT BY INDRA,CONSULTOR,8,11,18,9,0,CONSULTOR MERCADOS FINANCIEROS,2,VALUACION DE DERIVADOS,TRANFORMACION- GESTION DE PROYECTO, ,ACTUARIA,MATEMATICAS,ECONOMIA, ,X, ,X,X,S,30,N, ,S, , ,X,X,N,N,8,S, ,X,X, , , , , , , , , , ,N,0,S,N,S,S,N, , , ,4,4,4,5,5,5,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2, ,0, ,0,S,S,SQL, ,N, , , ,2,2,2,2,S,S,S,S,POCO PRACTICOS, , , ,S,N,S,S, 
127,KPMG CÁRDENAS DOSAL S.C.,SUPERVISING SENIOR SNA,6,11,18,11,30,"SERVICIOS DE AUDITORÍA, IMPUESTOS Y ASESORÍA",2,DATA & ANALITICS,BIG DATA, ,INGENIERÍA EN SISTEMAS/TICS,ACTUARIA,MATEMÁTICAS, ,X,X,X,X,N, ,N, ,S,X,X,X,X,S,S,8,S,X,X,X, , , , , , , , , , ,N,0,S,S,S,S,N, , , ,4,5,4,5,5,5,3,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1, ,0, ,0,S,S,SQL SERVER,SAP,S,PYTHON,GENEXUS, ,2,2,1,3,S,S,S,N,CONOCIMIENTO NULO EN ERP´S,CONOCIMIENTO BAJO EN BASE DE DATOS, , ,S,S,S,S, 
128,NACIONAL FINANCIERA,DIRECTOR DE RIESGOS DE MERCADO,8,11,18,12,37,BANCA DE DESARROLLO,1,"FINANZAS, SISTEMAS DE PAGO SPEI","RIESGO OPERATIVO, CAPITALIZACIÓN",TECNOLOGICO Y LEGAL,ACTUARIA,MATEMÁTICAS,ECONOMIA, , , , ,X,N, ,N, ,N,X,X,X,X,S,N, ,S, ,X,X, , , , , , , , , , ,N,0,S,S,S,S,S,UNAM, , ,4,4,4,4,4,5,2,1,3,2,3,2,2,1,2,2,2,1,1,1,1,2, , , , ,S,N, , ,N, , , ,1,1,1,2,S,N,S,S,FALTA DE COMUNICACIÓN, , , ,S,S,S,S, 
129,TELEFÓNICA MOVISTAR,GERENTE FIDELIZACIÓN Y RETENCIÓN,9,11,18,12,30,SERVICIOS,2,PRONÓSTICOS,DEFINICIÓN DE ESTRATEGIA,SEGUIMIENTO DE INDICADORES,ACTUARIA,INGENIERÍA EN SISTEMAS, , ,X, ,X,X,N, ,N, ,N,X,X,X, ,S,N, ,N, , , , , , , , , , , , , ,S,3,N,S,S,S,S,UNAM,POLITÉCNICO, ,4,5,4,5,5,5,3,1,2,2,2,2,2,2,2,3,3,2,1,1,1,1, , , , ,S,S,ORACLE, ,S,SQL, , ,1,2,1,3,S,S,N,N,CONOCIMIENTO DEL NEGOCIO,CAPACIDAD DE DEFINIR ESTRATEGIA, , ,S,S,S,S, 
130,"GRUPO MEXICANO DE SEGUROS, S.A. DE C.V.",GERENTE DE ACTUARÍA,9,11,18,9,0,SEGUROS,2,RESERVAS ACTUARIALES,FUNCIÓN ACTUARIAL,ESTADÍSTICAS,"ADMINISTADORES, CONTADORES","ABOGADOS, ARQUITECTOS","MÉDICOS, ECONOMISTAS", ,X, ,X, ,N,0,N, ,N, ,X,X, ,S,N,0,S,X,X,X, , , , , , , , , , ,S,1,S,S,S,S,N, , , ,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3, ,0, ,0,S,S,"SAS, R, FOX",ACCESS,S,SAS,R,"VISUAL FOX, ACCESS",2,2,2,3,S,S,S,N,CONOCIMIENTOS DE SEGUROS,"LEYES LISF, L.S. CONTRATO DE SEGUROS",NO SABER INTERPRETAR UN DATO,NO SABER COMO PONER LO ESTUDIADO EN UN CONO PRÁCTICO,S,N,S,S, 
131,"GRUPO MEXICANO DE SEGUROS, S.A. DE C.V.",SUBDIRECTOR DE ACTUARÍA,9,11,18,12,0,SEGUROS EN EL RAMO DE DAÑOS,2,VALUACIÓN DE RESERVAS,GENERACIÓN DE PRODUCTOS,ESTADÍSTICAS Y METODOLOGÍAS ACTUARIALES,MAC,MATEMÁTICAS,FINANCIEROS, , ,X,X,X,N,0,N, ,N,X,X,X,X,S,S,8,S,X, , , , , , , , , , , , ,N,0,S,S,S,N,N, , , ,4,5,3,5,3,5,2,1,2,2,1,2,2,1,1,2,1,1,1,2,1,1, ,0, ,0,S,S,SISTEMAS DE PROGRAMACIÓN,CUALQUIERA,S,CUALQUIERA, , ,1,1,1,2,S,S,S,N,CAPACIDAD DE SOCIALIZAR CON OTRAS PERSONAS, , , ,S,S,S,S, 
132,"GRUPO MEXICANO DE SEGUROS, S.A. DE C.V.",SUPERVISOR DE REASEGURO,9,11,18,14,6,SEGURO DE DAÑOS,2,REPORTES PARA LA CNSF,CONTROL DE LOS CONTRATOS DE REASEGURO,RECUPERACIÓN DE SINIESTROS DE REASEGURO,CONTADURIA,ADMINISTRACIÓN, , ,X,X, , ,S,50,N, ,N,X, ,X, ,S,N,0,N, , , , , , , , , , , , , ,N,0,N,S,S,N,N, , , ,4,5,4,4,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1, ,0, ,0,S,N, , ,N, , , , , , , ,S,S,S,S,COMUNICACIÓN,TRABAJO EN EQUIPO, , ,S,S,S,S, 
133,"GRUPO MEXICANO DE SEGUROS, S.A. DE C.V.",SUPERVISOR DE SINIESTROS,9,11,18,9,32,SEGUROS DE DAÑOS Y RC,2,ESTADÍSTICAS,ADMINISTRATIVOS,CONTABLES,CONTADURIA,ADMINISTRACIÓN,ACTUARIA, , , ,X,X,N,0,N, ,N, ,X, , ,S,S,8,N, , , , , , , , , , , , , ,N,0,N,N,S,S,N, , , ,5,5,5,5,4,5,3,3,3,2,2,2,3,3,2,3,2,3,1,3,1,3, ,0, ,0,S,S,SAS, ,S,SQL,VISUAL,FOX PRO,3,3,3,3,S,S,S,S,COMUNICACIÓN, , , ,S,N,S,N, 
135,GRUPO MEXICANO DE SEGUROS S.A. DE C.V.,ACTUARIO EN DESARROLLO DE PRODUCCIÓN,9,11,18,11,43,SEGURO DE DAÑOS S/AUTOS,2,DESARROLLO DE PRODUCCIÓN,ENTREGABLES DE RESERVAS TÉCNICAS, ,LICENCIATURA DERECHO, , , ,X, ,X, ,N, ,N, ,N,X,X,X, ,S,N, ,S, ,X, , , , , , , , , , , ,S,2,S,S,S,N,N, , , ,4,5,4,5,4,5,3,2,2,1,3,2,2,1,2,3,2,2,1,2,1,2,NORMATIVA APLICABLE A SEGUROS,2,CONTABILIDAD,2,S,S,SAS,VISUAL FOX PRO,S,SQL,SAS,VB,2,1,1,1,S,S,S,S,EXPERIENCIA EN PROGRAMACIÓN, , , ,S,N,S,N, 
136,"GRUPO MEXICANO DE SEGUROS, S.A. DE C.V.",ACTUARIO FINANCIERO,9,11,18,11,38,COMPAÑÍA DE SEGUROS,2,RESERVAS TÉCNICAS,ESTADÍSTICAS, , , , , ,X, , , ,N, ,N, ,N, , ,X, ,N,N, ,S,X,X, , , , , , , , , , , ,N,0,S,N,S,N,N, , , ,4,4,4,4,5,4,3,1,3,2,3,3,3,2,2,3,3,3,1,3,1,1,CONTABILIDAD,3, , ,S,N, , ,S,SAS,SQL,VISUAL BASIC,3,3,2,3,S,S,S,S, , , , ,S,S,S,N, 
137,GENERAL DE SEGUROS,ESPECIALISTA ACTUARIAL,9,11,18,2,41,INS DE SEGURO EPECIALIZADA EN SALUD,2,DISEÑO Y MANTENIMIENTO DE PRODUCTOS, , ,ACTUARIA,ADM DE EMPRESAS, ,X, , ,X, ,N,0,N, ,N,X, , , ,S,N, ,N, , , , , , , , , , , , , ,S,0,N,S,S,S,N, , , ,4,5,4,5,4,5,3,2,2,2,3,3,3,2,2,3,3,3,1,1,2,1, ,0, ,0,S,N, , ,N, , , ,1,1,1,2,S,N,S,N,ATENCION AL AREA DE PROGRAM ACION, , , ,S,N,N,S, 
138,CLUB PREMIER,ESPECIALISTA CRM,9,11,18,19,5,SERVICIOS,2,CREACION DE REPORTES/TABLEROS,ANALISIS DE COMPORTAMIENTO,PERFILAMIENTO O SEGMENTACION DE CLIENTES,MATEMATICAS,ACTUARIA,INFORMATICA, ,X,X,X,X,N,0,N, ,N,X,X,X,X,S,N, ,S, ,X, , , , , , , , , , , ,N,0,N,N,S,S,N, , , ,4,4,3,3,3,4,2,1,2,2,2,3,3,3,1,2,2,1,1,1,1,1, , , , ,S,N, , ,N, , , ,2,2,1,2,S,S,S,N,FALTA DE TIEMPO POR PARTE DE LOS TECNICOS, , , ,S,S,S,S, 
139,GRUPO MEXICANO DE SEGUROS,ACT.DESARROLLO DE PROYECTOS,9,11,18,11,43,SEGURO DE DAÑOS,2,DESARROLLO DE PRODUCTOS,ENTREGABLES DE RVA TECNICA, ,DERECHO,ING CIVIL, , ,X, ,X, ,N,0,N, ,N,X,X,X,X,S,N, ,S, ,X, , , , , , , , , , , ,S,0,S,S,S,N,N, , , ,4,5,4,5,4,5,3,2,2,1,3,2,2,1,2,1,2,2,1,2,1,2,NORMATIVA DE SEGUROS, , , ,S,S,SAS,VISUAL FOX,S,SQL,SAS,VB,2,1,1,1,S,S,S,S,EXPERIENCIA EN PROGRAMACION, , , ,S,N,S,N, 
140,FG TRANSACTIONS SC,EJECUTIVO,8,11,18,16,0,CONSULTORÍA ESPECIALIZADA Y COMPLIANCE,2,GENERACIÓN DE PROYECTOS,ENTREGABLES CONTRACTUALES,ADMINISTRACIÓN DE RECURSOS,ADMINISTRACIÓN,FINANZAS,"ACTUARÍA, RIESGOS", , , ,X, ,S,30,N, ,N,X,X,X, ,S,S,8.5,S,X,X,X, , , , , , , , , , ,N,0,S, ,S,S, , , , ,4,5,4,5,3,4,3,2,1,2,2,2,2,3,3,2,1,2,1,2,3,1, ,0, ,0,S,S,"NUMBERS, DATA MINIG, EXCEL","TABLAS DINÁMICAS, ACCES",N, , , ,1,2,2,3,S, ,S, ,HABILIDADES DE COMUNICACIÓN E INICIATIVA, , , ,S, , , , 
141,INSTITUTO NACIONAL DE TRANSPARENCIA,SUBDIRECTORA DE INTEGRACIÓN ESTADÍSTICA,8,11,18,12,1,"GOBIERNO, ORGANISMO AUTÓNOMO",1,ANÁLISIS DE EJERCICIO DEL DERECHO DE ACCESO,DESARROLLO DE METODOLOGÍAS PARA ESTUDIOS,PLANEACIÓN Y EVALUACIÓN,CIENCIAS MATEMÁTICAS,ACTUARIA,ESTADÍSTICA, , , , ,X,N, ,N, ,N, , ,X, , ,N, , , , , , , , , , , , , , , ,N,0, , , ,S, , , , ,5,5,5,5,4,5,3,2,1,3,1,3,3,2,1,3,2,3,1,1,1,2, , , , ,S,S,ORACLE DISCOVERER,SPSS STATISTICS,S,SQL,MANEJADOR DE BASE DE DATOS, ,1,1,1,3, , , , ,NO CUMPLIR CON EL PERFIL TÉCNICO,DESCONOCIMIENTO DE METODOLOGÍA DE LA INFORMACIÓN,FALTA DE EXPERIENCIA EN APLICACIÓN DE ENCUESTAS,FALTA DE DOMINIO DE MÉTODOS DE MUESTREO, , , , , 
142,BANCO AZTECA,GTE DE RIESGO DE MERCADO Y CONTRAPARTE,6,11,18,21,5,"BANCA TRADICIONAL, CAPTACIÓN Y CRÉDITO",2,ANÁLISIS DE MERCADO,REPORTERÍA REGULATORIA, ,MATEMÁTICAS,ACTUARIA, , ,X, , ,X,N, ,N, ,N, ,X, , , ,N, ,S,X,X, , ,X, , , , , , , , ,N,0, ,S,S,S, , , , ,4,4,2,5,2,4,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2, , , , ,S,S,R,PYTHON,S,PYTHON,VISUAL BASIC, ,2,1,1,2,S,S,S, ,FALTA DE  HABILIDAD EN EJERCICIOS PRÁCTICOS,HABILIDAD DE INTERACCIÓN SOCIAL,FALTA DE PROACTIVIDAD, ,S, ,S,S,"EL SISTEMA ES FRANCÉS, POR ELLO ES REQUISITO ESE IDIOMA, SE REQUIERE MAYOR PROACTIVIDAD E INICIATIVA, EXTERNAR DUDAS."
143,TELCEL,CIENTIFICO DE DATOS,7,11,18,21,10,TELECOMUNICACIONES,2,MANEJO DE BASE DE DATOS,PROGRAMACIÓN,CONSTRUCCIÓN DE MODELOS,INGENIERÍA,ACTUARIA, , , ,X, ,X,N, ,N, ,N, ,X, , , ,N, ,S, ,X, , , , , , , , , , , ,S,1,S,S,S,S,S,ITAM, , ,5,5,4,4,3,5,3,2,2,3,2,3,3,3,2,3,3,3,1,1,1,1, , , , ,S,S,"SQL, R, PYTHON","ORACLE, SAS, CLOUDERA",S,SQL,R,PYTHON,3,2,2,3, , ,S, ,FALTA DE ACCESO A CIERTOS PROGRAMAS O PLATAFORMAS,CURSOS DE CASOS REALES,RELACIÓN CON OTRAS ÁREAS,FALTA DE MATERIAS OPTATIVAS ENFOCADAS AL ÁREA DE ESTUDIOS,S, ,S,S,UNA GRAN DEFICIENCIA EN LOS ASPIRANTES ES LA FALTA DE CONTROL EMOCIONAL
144,COMISIÓN NACIONAL BANCARIA Y DE VALORES,INSPECTOR DE SOCIEDADES COOPERATIVAS,8,11,18,12,30,SUPERVISAR Y REGULAR A LAS ENTIDADES DEL SISTEMA FINANCIERO MEXICANO,1,SUPERVISIÓN DE SOCIEDADES COOPERATIVAS,EMISIÓN DE ACTOS DE AUTORIDAD, ,CONTADURIA,"FINANZAS, ACTUARÍA",ECONOMIA, ,X, , ,X,N, ,N, ,N, , ,X, , ,N, , , , , , , , , , , , , , , ,N,0, , ,S,S, , , , ,5,5,4,5,5,5,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1, , , , ,S,N, , ,N, , , ,1,1,1,1,S,S,S,S,DESCONOCIMIENTO DE LA NORMATIVIDAD DEL SECTOR,DESCONOCIMIENTO DEL PLAN DE NEGOCIO DEL SECTOR,POCA O NUKA EXPERIENCIA EN MATERIA DE SUPERVISIÓN, ,S,S,S,S,NO OBSTANTE QUE NO EXISTE PREFERENCIA POR ALGUNA INSTITUCIÓN SE OBSERVA MAYOR PRESENCIA POR PARTE DE ACTUARIOS DE LA UNAM.
145,AFORE XXI BANORTE,GERENTE DE RIESGOS,8,11,18,20,11,ADMINISTRACIÓN DE FONDOS DE PENSIÓN,2,GESTIÓN DE RIESGOS FINANCIEROS,GENERACIÓN DE  MÉTODOS PARA LA ADMINISTRACIÓN DE RIESGOS, ,ACTUARIA,MATEMÁTICAS,ECONOMIA,X, , , ,X,N, ,N, ,N,X,X,X,X,S,S,8.5,S,X,X,X, , , , , , , , , , ,N,0, , ,S,S,S,UNAM,ITAM, ,4,5,3,4,2,4,3,2,3,3,3,3,3,2,1,3,3,1,1,1,1,2, , , , ,S,S,"R, MATLAB",STATA,S,C++,PYTHON,VISUAL BASIC,2,2,1,2,S, ,S, ,NO DOMINAN LOS CONCEPTOS BÁSICOS,NO SABEN EXPLICAR LO QUE HAN APRENDIDO,LES CUESTA MUCHO RELACIONAR LO VISTO EN AULA CON EL TRABAJO,"NO SON PROACTIVOS, FALRA DE RESONSABILIDAD Y COMPROMISO",S,S, ,S, 
146,NACIONAL FINANCIERA S.A DE C.V,GERENTE,5,11,18,10,0,ADMINISTRATIVA,1,SUPERVISAR LA RECUPERACIÓN DE LAS OPERACIONES DE DESCUENTO,SUPERVISAR LOS ESQUEMAS DE PAGO DE SUBSIDIOS, ,ECONOMIA,ACTUARIA,CONTABILIDAD, , , ,X, ,N,0,N, ,N, ,X,X, , ,N,0,S, , ,X, , , , , , , , , , ,S,2,N,S,S,S,N, , , ,5,5,4,5,4,5,3,1,2,3,3,1,1,2,1,2,1,1,1,1,1,1,PROCESO DE CRÉDITO,2,CONTABILIDAD,2,S,N, , ,N, , , ,2,2,1,3,S,S,S,N,INSEGURIDAD EN LA EXPRESION Y DESCONOCIMIENTO DE METAS,EGOCENTRISMO,PERCEPCIÓN DE FALTA DE COMPROMISO Y TRABAJO EN EQUIPO,"ASPECTOS PERSONALES (IMPUNTUALIDAD, INFORMALIDAD, FALTA DE EDUCACION Y VALORES)",S,S,S,S,"COMO CONSEJO, ES INDISPENSABLE QUE EL ASPIRANTE BUSQUE EMPATÍA LO MAYOR PRONTO POSIBLE PARA QUE LOGRE SENTIRSE CÓMODO Y SEGURO."
147,CENEVAL,ANALISTA,7,11,18,13,0,EDUCACION,1,ESTADISTICA, , ,ACTUARIA,PROGRAMACION,PSICOLOGIA, ,X, , , ,N,0,N, ,S, , ,X,X, ,N,0,S,X,X, , , , , , , , , , , ,S,3,S,N,S,S,N, , , ,4,4,4,4,4,5,3,3,1,1,1,3,3,2,1,3,2,3,1,1,1,1, ,0, ,0,S,S,SPSS, ,S,FOX PRO,SQL, ,3,2,1,3,S,S,S,S,CASOS REALES PARA APLICAR USANDO EL CONTESTO ESPECIALIZADO, , , ,S,S,S,N, 
148,SANTANDER,EJECUTIVO COMERCIAL,8,11,18,15,0,SECTOR BANCARIO,2,SERVICIO AL CLIENTE,VENTAS, ,FINANZAS,ADMINISTRACIÓN,ACTUARIA, ,X, ,X,X,S,45,N, ,S, ,X,X,X, ,N,0,S,X,X,X, , , , , , , , , , ,N,0,S,S,S,S,N, , , ,5,5,4,4,5,5,3,1,2,2,3,1,1,1,2,1,2,2,1,1,1,1, ,0, ,0,S,N, , ,N, , , ,2,1,1,2,N,S,S,N,NO HAY MUCHA PROACTIVIDAD,FALLAS EN EL TRABAJO EN EQUIPO,FALTA TOLERANCIA A LA FRUSTACION, ,S,S,S,S, 
149,INSIGNIA LIFE,DIRECTOR GENERAL DEL AREA COMERCIAL,7,11,18,17,0,ASEGURADORA DE VIDA,2,AGREGAR CLIENTES A LA BOLSA DE LA EMPRESA,EVALUAR SI ES RENTABLE O NO UNA TAREA COMERCIAL, ,ACTUARIA,ECONOMIA, , ,X,X, , ,N,0,N, ,S,X,X,X, ,S,S,8,S,X,X,X, , , , , , , , , , ,N,0,S,S,S,N,N, , , ,3,4,4,3,4,5,3,2,3,1,3,2,2,1,1,3,2,2,1,1,3,1, ,0, ,0,S,S,MACROS, ,S,VISUAL BASIC, , ,2,1,1,2,S,S,S,N,FALTA DE MADURACION EN TEMAS DADOS EN LA CARRERA, , , ,S,N,S,S, 
150,CIBANCO,CONSULTOR DE INTEGRACACION DE PERSONAL,8,11,18,14,0,CONSULTORIA DE CASA DE CAMBIO,2,RECEPCION DE CANDIDATOS,ENTREVISTAS DE SELECCION Y RECLUTAMIENTO,APOYO EN EL AREA DE RECURSOS HUMANOS,PSICOLOGIA,ADMINISTRACIÓN,TRABAJO SOCIAL, ,X,X, , ,S,45,N, ,N, , ,X, , ,N,0,S,X,X,X, , , , , , , , , , ,S,1,S,S,S,S,N, , , ,5,4,4,4,5,5,3,2,3,3,3,2,2,1,2,3,3,2,3,3,3,2, ,0, ,0,S,N, , ,N, , , ,2,2,2,3,S,S,S,N,FALTA DE DESARROLLO EN EL AMBITO PROFESIONAL, , , ,S,N,S,S, 
151,IQVIA,ANALISTA CONSULTOR,0,11,18,0,0,CONSULTORIA,2,PRONOSTICOS JERARQUICOS,MODELOS DEL CONTROL DE CALIDAD,DESARROLLO DE APP WEB,ACTUARIA,INGENIERIA EN COMPUTACION,CIENCIAS DE LA COMPUTACION, , , , ,X,N,0,N, ,N,X,X,X,X,S,S,8,S, , , , , , , , , , , , , ,N,0,S,N,N,S,N, , , ,4,4,3,5,3,4,3,2,2,2,2,3,3,2,2,3,3,3,2,1,1,2, ,0, ,0,S,N, , ,S,R,PYTHON,SQL,3,2,2,3,S,S,S,N,MAL USO Y POCO ENTENDIMIENTO EN LENGUAJE DE PROGRAMACION, , , ,S,S,S,S, 
